mission_id,uav_id,uav_type,battery_id,area_id,cargo_ids,start_min,delivery_min,end_min,deadline_min,on_time,energy_kwh,soc_after,charge_min,reference_energy_kwh,reference_hor_kwh,reference_up_kwh,exact_cruise_altitude_m,reference_duration_min,reference_delivery_offset_min,reference_soc,reference_energy_feasible,official_range_m,audited_weight_kg,audited_volume_m3,load_ok,volume_ok,area_ok,code_energy_kwh,code_duration_min,code_delivery_offset_min,code_matches_energy,exponent_only_energy_kwh,code_dem_max,exact_dem_max,dem_underestimate_m,reference_delivery_min,reference_end_min
11,UA02,A,A-BAT-06,S006,S006-WAT-03,26.83036260806776,41.39164470762339,47.66081569606789,60,True,1.092476706316119,0.757227398596418,13.59340636374428,1.2869317340706565,1.1975507225629864,0.0893810115076701,366.09783935546875,20.876916390998236,14.584513751054672,0.7140151702065207,True,22904.67186340659,14.0,0.027,True,True,True,1.0924767063161194,20.830453088000127,14.56128209955562,True,1.0766065940238845,314.19706786913923,316.09783935546875,1.9007714863295178,41.41487635912243,47.70727899906599
12,UB02,B,B-BAT-03,S007,S007-MED-01,24.7837846083042,41.45401001754935,49.86956876012783,60,True,1.278665737006417,0.6803335657483958,20.34591921171301,1.443388594740559,1.304276087147404,0.1391125075931549,511.9731750488281,25.269836802539658,16.76225173460316,0.6391528513148603,True,27620.526680779796,3.0,0.012,True,True,True,1.278665737006417,25.08578415182364,16.670225409245155,True,1.2625837255678607,454.4437484285723,461.9731750488281,7.529426620255833,41.54603634290736,50.05362141084386
13,UC02,C,C-BAT-04,S003,"S003-WAT-01,S003-WAT-02,S003-WAT-03,S003-WAT-04,S003-MED-01",34.05455664662419,60.30281060642601,73.40239789956115,120,True,5.440500810633867,0.3199373986707666,38.44670504800009,5.895451581992808,5.62459800174531,0.2708535802474976,561.8041381835938,39.496825347627976,26.32274600714732,0.263068552250899,True,17133.115065734753,59.0,0.12,True,True,True,5.440500810633867,39.347841252936966,26.24825395980182,True,5.188194422229428,506.8380016939101,511.80413818359375,4.966136489683663,60.37730265377151,73.55138199425217
14,UC01,C,C-BAT-01,S008,"S008-WAT-01,S008-WAT-02,S008-MED-01",51.62987554632827,74.37264188394303,86.05407488822445,120,True,4.880456740806956,0.3899429073991305,35.91872834392029,5.483538057580885,5.362911111024031,0.12062694655685426,372.9093322753906,34.529306598621815,22.795319965977576,0.31455774280238935,True,22622.964734045556,31.0,0.066,True,True,True,4.880456740806956,34.42419934189617,22.742766337614754,True,4.6521045788925015,319.40575705118886,322.9093322753906,3.503575224201768,74.42519551230585,86.15918214495008
15,UB01,B,B-BAT-04,S004,"S004-WAT-01,S004-WAT-02",26.08578415182364,46.90339077726461,58.33277518048336,120,True,2.546881484042609,0.3632796289893477,29.50525516252995,3.046987322314237,2.909956956990429,0.13703036532380847,398.2391662597656,32.096183492464746,20.742202857343482,0.2382531694214407,True,17179.772029511885,28.0,0.054,True,True,True,2.546881484042609,32.24699102865972,20.817606625440973,True,2.514267470891573,354.4085654677184,348.2391662597656,-6.169399207952779,46.82798700916712,58.181967644288385
16,UB02,B,B-BAT-02,S004,"S004-WAT-03,S004-MED-01",49.86956876012783,70.6871753855688,82.11655978878755,120,True,2.240674227365981,0.4398314431585046,27.29375830875431,2.5863560719377903,2.4605887781537548,0.1257672937840356,398.2391662597656,32.096183492464746,20.742202857343482,0.35341098201555243,True,22881.14596157825,17.0,0.039,True,True,True,2.2406742273659814,32.24699102865972,20.817606625440973,True,2.154772927822224,354.4085654677184,348.2391662597656,-6.169399207952779,70.6117716174713,81.96575225259258
17,UA04,A,A-BAT-01,S001,"S001-FOD-01,S001-FOD-02",35.49285073617485,50.71669070780122,56.50308623498314,120,True,1.048835444247772,0.7669254568338284,13.38328176860038,1.2366382566257126,1.1657328816859,0.07090537493981257,273.0566101074219,20.874514621877605,15.155979533161025,0.7251914985276194,True,22440.0,16.0,0.056,True,True,True,1.048835444247772,21.010235498808292,15.223839971626367,True,1.0344073874792228,228.60882780002137,223.05661010742188,-5.552217692599498,50.648830269335875,56.36736535805245
18,UA03,A,A-BAT-02,S002,"S002-FOD-01,S002-FOD-02",43.04730558427778,64.46562709535644,76.48594860643509,120,True,2.409990591769786,0.4644465351622699,19.93699173815082,2.9120729211891287,2.829378013634502,0.08269490755462648,308.9542541503906,33.462182457867236,21.43009122893362,0.3528726841801936,True,22440.0,16.0,0.056,True,True,True,2.4099905917697857,33.43864302215731,21.418321511078656,True,2.374971911897459,257.9912772349467,258.9542541503906,0.9629769154439032,64.4773968132114,76.50948804214502
19,UA01,A,A-BAT-04,S015,S015-MED-01,51.02181828239844,70.96116026223557,82.78583557540601,120,True,1.976874086653691,0.5606946474102907,17.85161597277703,2.3244364715835353,2.1759610863936314,0.1484753851899041,571.7992553710938,31.83683078294613,19.9757487248064,0.48345856187032554,True,24792.153903091734,3.0,0.012,True,True,True,1.9768740866536914,31.764017293007573,19.93934197983712,True,1.9628269786270036,518.8205216917538,521.7992553710938,2.978733679339939,70.99756700720485,82.85864906534457
20,UA02,A,A-BAT-03,S001,S001-FOD-03,55.37837351819476,69.60221348982112,75.38860901700306,120,True,1.014245103020607,0.7746121993287539,13.21673568121033,1.1900440446334792,1.1235397448330302,0.06650429980044896,273.0566101074219,19.874514621877605,14.155979533161025,0.7355457678592268,True,24094.90332008122,8.0,0.028,True,True,True,1.0142451030206072,20.010235498808292,14.223839971626367,True,1.0006528779969253,228.60882780002137,223.05661010742188,-5.552217692599498,69.5343530513558,75.25288814007237
21,UA04,A,A-BAT-05,S006,S006-FOD-01,56.50308623498314,71.06436833453876,77.33353932298327,120,True,1.066023243410243,0.7631059459088348,13.46603783864191,1.2506462922932875,1.166678898387648,0.08396739390563966,366.09783935546875,20.876916390998236,14.584513751054672,0.7220786017126029,True,24094.90332008122,8.0,0.028,True,True,True,1.066023243410243,20.830453088000127,14.56128209955562,True,1.0519091346836105,314.19706786913923,316.09783935546875,1.9007714863295178,71.08759998603782,77.38000262598138
22,UA02,A,A-BAT-06,S007,S007-FOD-01,75.38860901700306,93.31822932502776,102.9931829663858,120,True,1.571297495086422,0.6508227788696839,15.89883979115685,1.8195808525491861,1.6628311699141967,0.15674968263498945,511.9731750488281,27.788626600098404,18.021646633382538,0.5956486994335142,True,24094.90332008122,8.0,0.028,True,True,True,1.5712974950864222,27.604573949382715,17.929620308024692,True,1.5511810946281321,454.4437484285723,461.9731750488281,7.529426620255833,93.41025565038561,103.17723561710147
23,UA03,A,A-BAT-01,S010,S010-FOD-01,76.48594860643509,93.83079460541157,102.9244183821658,120,True,1.581530554767664,0.6485487656071858,15.94811007851097,1.865714585994511,1.7525453084591784,0.11316927753533258,435.63653564453125,26.56420781955662,17.40771502088942,0.5853967586678864,True,24094.90332008122,8.0,0.028,True,True,True,1.5815305547676644,26.43846977573074,17.34484599897648,True,1.5603288213120174,380.4927065790109,385.63653564453125,5.143829065520322,93.89366362732451,103.0501564259917
24,UB01,B,B-BAT-01,S012,S012-FOD-01,58.33277518048336,77.51618711413991,88.36859904779647,120,True,1.971677737898548,0.5070805655253631,25.35100588482284,2.2918774266363973,2.1801280632724955,0.11174936336390179,413.3009948730469,30.063333968290742,19.197166984145372,0.4270306433409007,True,26347.52710561817,8.0,0.028,True,True,True,1.9716777378985477,30.03582386731311,19.183411933656554,True,1.9156069292339517,362.1755816511898,363.3009948730469,1.125413221857059,77.52994216462874,88.3961091487741
25,UA04,A,A-BAT-03,S013,S013-FOD-01,88.6053446982134,105.6460815578028,114.4357073062812,120,True,1.575202255282084,0.6499550543817592,15.91764048839522,1.8710396210493372,1.7783165383958677,0.09272308265346953,399.18182373046875,25.867056531743135,17.059083821427123,0.5842134175445917,True,24094.90332008122,8.0,0.028,True,True,True,1.5752022552820841,25.830362608067762,17.040736859589433,True,1.5536887497168634,347.68070867097833,349.18182373046875,1.5011150594904166,105.66442851964052,114.47240122995653
26,UB02,B,B-BAT-03,S014,S014-FOD-01,82.11655978878755,100.8302013682233,111.2919540587701,120,True,1.607789512414177,0.5980526218964557,22.72292425632461,1.7819938276123302,1.5944546364417436,0.18753919117058648,591.9473876953125,29.14329085589024,18.697589872389564,0.5545015430969175,True,26347.52710561817,8.0,0.028,True,True,True,1.6077895124141774,29.17539426998255,18.713641579435716,True,1.5667816641366294,543.2607091808592,541.9473876953125,-1.3133214855466804,100.81414966117711,111.2598506446778
27,UC02,C,C-BAT-03,S005,"S005-WAT-01,S005-WAT-02,S005-WAT-03,S005-MED-01",73.40239789956115,94.03834924059366,102.3864672482928,180,True,3.517681856451785,0.5602897679435269,29.76731393537263,3.8634761397614006,3.74229878758448,0.12117735217692058,326.410888671875,29.13407734392976,20.71095533863155,0.5170654825298249,True,20093.75,45.0,0.093,True,True,True,3.5176818564517847,28.98406934873169,20.635951341032513,True,3.334251036346557,271.41062216525745,276.410888671875,5.00026650661755,94.1133532381927,102.53647524349091
28,UA01,A,A-BAT-05,S009,"S009-WAT-01,S009-MED-01",90.79957716162518,109.5644123167441,118.9429141385297,180,True,1.8710546231918,0.5842100837351556,17.34211485240496,2.261531325774434,2.190276211986041,0.0712551137883928,293.2289123535156,28.192241437315687,18.789287385324513,0.4974374831612369,True,22196.28817457999,17.0,0.039,True,True,True,1.8710546231917997,28.143336976904493,18.764835155118917,True,1.8454320062841107,241.22827533668874,243.22891235351562,2.000637016826886,109.5888645469497,118.99181859894087
29,UA03,A,A-BAT-02,S011,"S011-WAT-01,S011-MED-01",102.9244183821658,117.757095110785,123.1835496171819,180,True,0.974739867166567,0.7833911406296518,13.02652528635754,1.155490293039873,1.0782255840237087,0.07726470901616414,295.36175537109375,20.392253558907903,14.899237890565061,0.7432243793244726,True,22196.28817457999,17.0,0.039,True,True,True,0.974739867166567,20.25913123501605,14.832676728619134,True,0.9621264073077952,239.91584212096777,245.36175537109375,5.445913250125983,117.82365627273086,123.31667194107371
30,UB01,B,B-BAT-04,S001,"S001-HYG-01,S001-HYG-02",88.36859904779647,102.7414926041643,107.6769417160876,180,True,0.8736555559417358,0.7815861110145661,17.42084568180142,0.9927462429279763,0.9284773501764946,0.06426889275148179,273.0566101074219,19.17262179136059,14.305033117902518,0.7518134392680059,True,24964.213446238355,12.0,0.07,True,True,True,0.8736555559417358,19.308342668291182,14.372893556367812,True,0.8437948584452565,228.60882780002137,223.05661010742188,-5.552217692599498,102.67363216569899,107.54122083915706
31,UB01,B,B-BAT-02,S003,"S003-FOD-01,S003-FOD-02",109.4103180975419,130.8178553859717,142.9596148966238,180,True,2.171939602406073,0.4570150993984818,26.79734157293274,2.4704495370401665,2.2824351184619127,0.18801441857825388,561.8041381835938,33.670691246608,21.468234512192893,0.3823876157399584,True,23326.10084262258,16.0,0.056,True,True,True,2.1719396024060726,33.549296799081915,21.407537288429843,True,2.092338221877603,506.8380016939101,511.80413818359375,4.966136489683663,130.8785526097348,143.0810093441499
32,UA02,A,A-BAT-04,S002,S002-HYG-01,102.9931829663858,123.4115044774644,135.4318259885431,180,True,2.306810552860246,0.4873754326977231,19.440198958216,2.784760777273154,2.7089258397540807,0.07583493751907351,308.9542541503906,32.462182457867236,20.43009122893362,0.3811642717170769,True,24412.122461732037,6.0,0.035,True,True,True,2.306810552860246,32.43864302215731,20.418321511078656,True,2.278610172793117,257.9912772349467,258.9542541503906,0.9629769154439032,123.42327419531942,135.45536542425305
33,UC01,C,C-BAT-02,S004,S004-FOD-01,86.05407488822445,107.0726497510757,119.1588912805937,180,True,4.403269646749423,0.4495912941563222,33.7647588221328,4.932560295335587,4.8078395100481535,0.12472078528743322,398.2391662597656,32.91973441613011,20.926033874731722,0.38342996308305166,True,25557.281127576425,8.0,0.028,True,True,True,4.403269646749423,33.104816392369266,21.018574862851302,True,4.327790378657998,354.4085654677184,348.2391662597656,-6.169399207952779,106.98010876295618,118.97380930435456
34,UA04,A,A-BAT-01,S006,S006-HYG-01,118.8725284606768,133.4338105602324,139.7029815486769,180,True,1.057798217128584,0.7649337295269814,13.42643586024874,1.2411219044026962,1.1589590496977333,0.08216285470496283,366.09783935546875,20.876916390998236,14.584513751054672,0.7241951323549565,True,24412.122461732037,6.0,0.035,True,True,True,1.057798217128584,20.830453088000127,14.56128209955562,True,1.0457332557316779,314.19706786913923,316.09783935546875,1.9007714863295178,133.45704221173148,139.74944485167504
35,UC02,C,C-BAT-04,S007,S007-HYG-01,111.8491029475612,129.797838769108,139.0145745906547,180,True,2.845453629675534,0.6443182962905583,26.73295041172984,2.9592789108186675,2.805645269412036,0.1536336414066315,511.9731750488281,27.391354441699818,18.06167722084991,0.6300901361476665,True,25712.44565730979,6.0,0.035,True,True,True,2.845453629675534,27.165471643093486,17.94873582154674,True,2.8109679044955604,454.4437484285723,461.9731750488281,7.529426620255833,129.91078016841112,139.24045738926102
36,UB02,B,B-BAT-01,S008,S008-FOD-01,113.7196049326193,133.229633056203,144.3987722908978,180,True,2.113150583946663,0.4717123540133343,26.37275421739256,2.4824905790351472,2.3896479826432575,0.0928425963918898,372.9093322753906,30.764810308202982,19.552849598545933,0.3793773552412132,True,26347.52710561817,8.0,0.028,True,True,True,2.1131505839466627,30.679167358278455,19.510028123583673,True,2.0516911233453428,319.40575705118886,322.9093322753906,3.503575224201768,133.27245453116524,144.48441524082227
37,UC01,C,C-BAT-01,S015,S015-WAT-01,121.9728032321447,141.4875062070714,152.480209181998,180,True,3.686771208193226,0.5391535989758467,30.53056448142775,3.9468264831257778,3.7800672867059135,0.16675919641986425,571.7992553710938,30.596767960232775,19.559383980116387,0.5066466896092778,True,24975.091467495757,14.0,0.027,True,True,True,3.686771208193226,30.507405949853265,19.514702974926635,True,3.5934335973444007,518.8205216917538,521.7992553710938,2.978733679339939,141.53218721226108,152.56957119237748
38,UA01,A,A-BAT-06,S003,S003-HYG-01,118.9429141385297,141.3674140772245,155.5261362381415,240,True,2.412427120788479,0.4639050842692268,19.94872317416675,2.829483079051931,2.6454577576958993,0.18402532135603164,561.8041381835938,36.704616547138045,22.485197162457915,0.3712259824329043,True,24412.122461732037,6.0,0.035,True,True,True,2.4124271207884793,36.583222099611824,22.4244999386948,True,2.3848874542816505,506.8380016939101,511.80413818359375,4.966136489683663,141.4281113009876,155.64753068566773
39,UC02,C,C-BAT-03,S004,S004-HYG-01,139.0145745906547,160.033149453506,172.119390983024,240,True,4.375001305345046,0.4531248368318692,33.63715866996027,4.9158811826486035,4.7932082285502196,0.12267295409838361,398.2391662597656,32.91973441613011,20.926033874731722,0.38551485216892456,True,25712.44565730979,6.0,0.035,True,True,True,4.375001305345046,33.104816392369266,21.018574862851302,True,4.31608535345965,354.4085654677184,348.2391662597656,-6.169399207952779,159.94060846538642,171.93430900678482
40,UA03,A,A-BAT-03,S005,S005-FOD-01,130.3533477946764,148.1361620762771,157.4937541356557,240,True,1.711944804864733,0.6195678211411705,16.57603054194131,2.0380499773480407,1.944574107346142,0.09347587000189887,326.410888671875,27.262635077807168,17.843928650014696,0.5471000050337687,True,24094.90332008122,8.0,0.028,True,True,True,1.7119448048647328,27.14040634097931,17.782814281600768,True,1.688419968325726,271.41062216525745,276.410888671875,5.00026650661755,148.1972764446911,157.61598287248358
41,UB01,B,B-BAT-04,S008,S008-HYG-01,142.9596148966238,162.4696430202075,173.6387822549022,240,True,2.080451140464154,0.4798872148839615,26.13659157001889,2.454153869480349,2.363167371506377,0.0909864979739719,372.9093322753906,30.764810308202982,19.552849598545933,0.3864615326299128,True,26926.6873708001,6.0,0.035,True,True,True,2.080451140464154,30.679167358278455,19.510028123583673,True,2.0305066344358385,319.40575705118886,322.9093322753906,3.503575224201768,162.51246449516975,173.7244252048268
42,UA02,A,A-BAT-02,S009,S009-FOD-01,136.2100749035394,153.9749100586583,163.3534118804439,240,True,1.797687027182534,0.6005139939594369,16.9888634642122,2.164472663159275,2.0988558779479236,0.0656167852113512,293.2289123535156,27.192241437315687,17.789287385324513,0.5190060748534944,True,24094.90332008122,8.0,0.028,True,True,True,1.7976870271825338,27.143336976904493,17.764835155118917,True,1.7722957390536163,241.22827533668874,243.22891235351562,2.000637016826886,153.99936228886392,163.4023163408551
43,UC01,C,C-BAT-02,S011,S011-FOD-01,152.9236501027265,166.8837186611424,171.884453886225,240,True,1.681614284379605,0.7897982144525494,21.47950892254682,1.820103694465124,1.7486449315700063,0.07145876289511788,295.36175537109375,19.12418118100219,14.041757257167761,0.7724870381918595,True,25557.281127576425,8.0,0.028,True,True,True,1.6816142843796047,18.9608037834985,13.960068558415918,True,1.6541619454837577,239.91584212096777,245.36175537109375,5.445913250125983,166.96540735989427,172.0478312837287
44,UB02,B,B-BAT-03,S015,S015-FOD-01,144.3987722908978,162.6661404833473,172.8188420091302,240,True,1.684852321935074,0.5787869195162316,23.2794889917533,1.9203083492729696,1.7736742173531086,0.14663413191986086,571.7992553710938,28.49288320817114,18.303774937418904,0.5199229126817576,True,26347.52710561817,8.0,0.028,True,True,True,1.6848523219350737,28.420069718232412,18.267368192449542,True,1.6392351174460627,518.8205216917538,521.7992553710938,2.978733679339939,162.7025472283167,172.89165549906895
45,UA04,A,A-BAT-05,S005,S005-HYG-01,139.7029815486769,157.4857958302777,166.8433878896562,300,True,1.698235657333516,0.6226142983703299,16.51002353530952,2.0236787087547605,1.9317069697851694,0.09197173896959095,326.410888671875,27.262635077807168,17.843928650014696,0.5502936202767199,True,24412.122461732037,6.0,0.035,True,True,True,1.6982356573335156,27.14040634097931,17.782814281600768,True,1.6781262582769474,271.41062216525745,276.410888671875,5.00026650661755,157.5469101986916,166.96561662648406
