area_id,uav_type,cargo_ids,cargo_count,energy_kwh,duration_min,delivery_offset_min,mission_id,uav_id,battery_id,start_min,delivery_min,end_min,deadline_min,on_time,soc_after,charge_min,reference_energy_kwh,reference_hor_kwh,reference_up_kwh,exact_cruise_altitude_m,reference_duration_min,reference_delivery_offset_min,reference_soc,reference_energy_feasible,official_range_m,audited_weight_kg,audited_volume_m3,load_ok,volume_ok,area_ok,code_energy_kwh,code_duration_min,code_delivery_offset_min,code_matches_energy,exponent_only_energy_kwh,code_dem_max,exact_dem_max,dem_underestimate_m,reference_delivery_min,reference_end_min
S003,C,"S003-WAT-01,S003-WAT-02,S003-WAT-03,S003-WAT-04,S003-MED-01",5,5.440500810633867,39.34784125293697,26.24825395980182,11,UC01,C-BAT-02,49.94770133532464,76.19595529512645,89.29554258826161,120,True,0.3199373986707666,38.44670504800009,5.895451581992808,5.62459800174531,0.2708535802474976,561.8041381835938,39.496825347627976,26.32274600714732,0.263068552250899,True,17133.115065734753,59.0,0.12,True,True,True,5.440500810633867,39.347841252936966,26.24825395980182,True,5.188194422229428,506.8380016939101,511.80413818359375,4.966136489683663,76.27044734247195,89.44452668295261
S004,C,"S004-WAT-01,S004-WAT-02,S004-WAT-03,S004-MED-01",4,5.123157077575645,36.40481639236927,24.3185748628513,12,UC02,C-BAT-01,55.84489280269327,80.16346766554457,92.24970919506254,120,True,0.3596053653030444,37.01425069739005,5.629688481071201,5.46708281878635,0.1626056622848511,398.2391662597656,36.21973441613011,24.226033874731723,0.29628893986609983,True,20093.75,45.0,0.093,True,True,True,5.1231570775756445,36.40481639236927,24.3185748628513,True,4.855185025648579,354.4085654677184,348.2391662597656,-6.169399207952779,80.07092667742499,92.06462721882338
S008,A,"S008-WAT-01,S008-MED-01",2,2.660432042052936,36.18442401586858,22.76265645237874,13,UA03,A-BAT-03,0.0,22.76265645237874,36.18442401586858,120,True,0.408792879543792,21.14282094321784,3.211553578753962,3.103787908502963,0.10776567025099863,372.9093322753906,36.270066965793006,22.805477927340945,0.286321426943564,True,22196.28817457999,17.0,0.039,True,True,True,2.6604320420529364,36.18442401586858,22.762656452378735,True,2.6241228459309656,319.40575705118886,322.9093322753906,3.503575224201768,22.805477927340945,36.270066965793006
S008,A,S008-WAT-02,1,2.623902934018422,35.18442401586858,21.76265645237874,14,UA04,A-BAT-04,0.0,21.76265645237874,35.18442401586858,120,True,0.4169104591070174,20.96694005268129,3.157922039471935,3.0529405168478134,0.1049815226241218,372.9093322753906,35.270066965793006,21.805477927340945,0.29823954678401443,True,22904.67186340659,14.0,0.027,True,True,True,2.623902934018422,35.18442401586858,21.762656452378735,True,2.5834449326068447,319.40575705118886,322.9093322753906,3.503575224201768,21.805477927340945,35.270066965793006
S001,B,"S001-FOD-01,S001-FOD-02",2,0.9049547344340045,19.30834266829118,14.37289355636781,15,UB01,B-BAT-01,48.92042482603874,63.29331838240655,68.22876749432993,120,True,0.7737613163914989,17.64689530424558,1.0294173470116834,0.9629479166905198,0.0664694303211636,273.0566101074219,19.17262179136059,14.305033117902518,0.7426456632470791,True,23326.10084262258,16.0,0.056,True,True,True,0.9049547344340045,19.308342668291182,14.372893556367812,True,0.8713713116564785,228.60882780002137,223.05661010742188,-5.552217692599498,63.22545794394126,68.09304661739932
S001,B,S001-FOD-03,1,0.846394981125889,18.30834266829118,13.37289355636781,16,UB02,B-BAT-02,61.21121813729566,74.58411169366347,79.51956080558685,120,True,0.7884012547185277,17.22396375257586,0.9647749218029138,0.9027065666211138,0.06206835518180001,273.0566101074219,18.17262179136059,13.305033117902518,0.7588062695492716,True,26347.52710561817,8.0,0.028,True,True,True,0.846394981125889,18.308342668291182,13.372893556367812,True,0.8231782316009504,228.60882780002137,223.05661010742188,-5.552217692599498,74.51625125519817,79.38383992865624
S002,B,"S002-FOD-01,S002-FOD-02",2,2.061850987046086,29.30793843976337,19.35296921988168,17,UB01,B-BAT-03,70.25828943631971,89.6112586562014,99.56622787608308,120,True,0.4845372532384784,26.00225712866618,2.414765925213703,2.3371938001946297,0.0775721250190735,308.9542541503906,29.331477875473478,19.36473893773674,0.39630851869657424,True,23326.10084262258,16.0,0.056,True,True,True,2.0618509870460864,29.307938439763365,19.352969219881683,True,1.9803398625662616,257.9912772349467,258.9542541503906,0.9629769154439032,89.62302837405645,99.5897673117932
S006,B,S006-FOD-01,1,0.8916265212935625,19.06321480220478,13.67766295665795,18,UB02,B-BAT-04,84.7904031978386,98.46806615449654,103.8536180000434,120,True,0.7770933696766094,17.55063598712017,1.0158519697434232,0.9373666642022788,0.07848530554114448,366.09783935546875,19.109678105203102,13.700894608157107,0.7460370075641443,True,26347.52710561817,8.0,0.028,True,True,True,0.8916265212935625,19.06321480220478,13.677662956657946,True,0.8675183472085215,314.19706786913923,316.09783935546875,1.9007714863295178,98.49129780599571,103.9000813030417
S007,A,S007-FOD-01,1,1.571297495086422,27.60457394938271,17.92962030802469,19,UA02,A-BAT-05,27.60457394938271,45.53419425740741,55.20914789876543,120,True,0.6508227788696839,15.89883979115685,1.8195808525491861,1.6628311699141967,0.15674968263498945,511.9731750488281,27.788626600098404,18.021646633382538,0.5956486994335142,True,24094.90332008122,8.0,0.028,True,True,True,1.5712974950864222,27.604573949382715,17.929620308024692,True,1.5511810946281321,454.4437484285723,461.9731750488281,7.529426620255833,45.62622058276525,55.393200549481115
S010,A,S010-FOD-01,1,1.581530554767664,26.43846977573074,17.34484599897648,20,UA01,A-BAT-06,28.60457394938271,45.94941994835919,55.04304372511346,120,True,0.6485487656071858,15.94811007851097,1.865714585994511,1.7525453084591784,0.11316927753533258,435.63653564453125,26.56420781955662,17.40771502088942,0.5853967586678864,True,24094.90332008122,8.0,0.028,True,True,True,1.5815305547676644,26.43846977573074,17.34484599897648,True,1.5603288213120174,380.4927065790109,385.63653564453125,5.143829065520322,46.01228897027213,55.16878176893933
S012,A,S012-FOD-01,1,2.3764732169616,34.146067946273,21.2385339731365,21,UA04,A-BAT-02,43.68494814036364,64.92348211350014,77.83101608663664,120,True,0.4718948406751999,19.77561178537067,2.8331429092669804,2.7134626228332306,0.11968028643374973,413.3009948730469,34.173578047250366,21.252289023625185,0.37041268682955986,True,24094.90332008122,8.0,0.028,True,True,True,2.3764732169616,34.146067946273,21.238533973136498,True,2.343646612711493,362.1755816511898,363.3009948730469,1.125413221857059,64.93723716398883,77.858526187614
S013,A,S013-FOD-01,1,1.575202255282084,25.83036260806776,17.04073685958943,22,UA03,A-BAT-01,44.78327927360168,61.82401613319111,70.61364188166944,120,True,0.6499550543817592,15.91764048839522,1.8710396210493372,1.7783165383958677,0.09272308265346953,399.18182373046875,25.867056531743135,17.059083821427123,0.5842134175445917,True,24094.90332008122,8.0,0.028,True,True,True,1.5752022552820841,25.830362608067762,17.040736859589433,True,1.5536887497168634,347.68070867097833,349.18182373046875,1.5011150594904166,61.8423630950288,70.65033580534481
S014,A,S014-FOD-01,1,1.905166317898852,32.18145517026183,20.21667202957535,23,UA01,A-BAT-04,56.15136406854987,76.36803609812522,88.3328192388117,120,True,0.5766297071335885,17.50635634543891,2.1853972873186116,1.9845132644609453,0.20088402285766604,591.9473876953125,32.149351756169224,20.200620322529055,0.5143561583736418,True,24094.90332008122,8.0,0.028,True,True,True,1.9051663178988516,32.18145517026183,20.216672029575353,True,1.8811583101918847,543.2607091808592,541.9473876953125,-1.3133214855466804,76.35198439107893,88.30071582471909
S015,A,S015-MED-01,1,1.976874086653691,31.76401729300757,19.93934197983712,24,UA02,A-BAT-03,57.32724495908642,77.26658693892354,89.091262252094,120,True,0.5606946474102907,17.85161597277703,2.3244364715835353,2.1759610863936314,0.1484753851899041,571.7992553710938,31.83683078294613,19.9757487248064,0.48345856187032554,True,24792.153903091734,3.0,0.012,True,True,True,1.9768740866536914,31.764017293007573,19.93934197983712,True,1.9628269786270036,518.8205216917538,521.7992553710938,2.978733679339939,77.30299368389282,89.16407574203255
S005,C,"S005-WAT-01,S005-WAT-02,S005-WAT-03,S005-MED-01",4,3.517681856451785,28.98406934873169,20.63595134103251,25,UC01,C-BAT-04,89.29554258826161,109.9314939292941,118.2796119369933,180,True,0.5602897679435269,29.76731393537263,3.8634761397614006,3.74229878758448,0.12117735217692058,326.410888671875,29.13407734392976,20.71095533863155,0.5170654825298249,True,20093.75,45.0,0.093,True,True,True,3.5176818564517847,28.98406934873169,20.635951341032513,True,3.334251036346557,271.41062216525745,276.410888671875,5.00026650661755,110.00649792689316,118.42961993219137
S009,A,"S009-WAT-01,S009-MED-01",2,1.8710546231918,28.14333697690449,18.76483515511892,26,UA03,A-BAT-06,70.99115380362443,89.75598895874334,99.13449078052892,180,True,0.5842100837351556,17.34211485240496,2.261531325774434,2.190276211986041,0.0712551137883928,293.2289123535156,28.192241437315687,18.789287385324513,0.4974374831612369,True,22196.28817457999,17.0,0.039,True,True,True,1.8710546231917997,28.143336976904493,18.764835155118917,True,1.8454320062841107,241.22827533668874,243.22891235351562,2.000637016826886,89.78044118894894,99.18339524094011
S011,B,"S011-WAT-01,S011-MED-01",2,0.845945507122666,18.69404910504868,14.05013566363545,27,UB01,B-BAT-01,99.56622787608308,113.6163635397185,118.2602769811318,180,True,0.7885136232193335,17.22071755144147,0.9674497168133435,0.8949333867330992,0.07251633008024427,295.36175537109375,18.82717142894056,14.11669682558139,0.7581375707966641,True,22881.14596157825,17.0,0.039,True,True,True,0.845945507122666,18.69404910504868,14.050135663635452,True,0.8147026023317437,239.91584212096777,245.36175537109375,5.445913250125983,113.68292470166446,118.39339930502364
S003,A,"S003-FOD-01,S003-FOD-02",2,2.51318972948262,37.58322209961182,23.4244999386948,28,UA04,A-BAT-05,77.83101608663664,101.2555160253314,115.4142381862485,180,True,0.4415133934483068,20.43387647528669,2.963542785453173,2.7630878283117206,0.20045495714145237,561.8041381835938,37.704616547138045,23.485197162457915,0.3414349365659616,True,22440.0,16.0,0.056,True,True,True,2.5131897294826198,37.583222099611824,23.4244999386948,True,2.4789915107743044,506.8380016939101,511.80413818359375,4.966136489683663,101.31621324909455,115.53563263377468
S015,A,S015-WAT-01,1,2.064880504882156,31.76401729300757,19.93934197983712,29,UA01,A-BAT-01,88.3328192388117,108.2721612186488,120.0968365318193,180,True,0.5411376655817433,18.27535057906223,2.4329555443006012,2.2659914435832684,0.16696410071733267,571.7992553710938,31.83683078294613,19.9757487248064,0.4593432123776442,True,22904.67186340659,14.0,0.027,True,True,True,2.0648805048821557,31.764017293007573,19.93934197983712,True,2.0348512643787178,518.8205216917538,521.7992553710938,2.978733679339939,108.30856796361809,120.16965002175783
S001,B,"S001-HYG-01,S001-HYG-02",2,0.8736555559417358,19.30834266829118,14.37289355636781,30,UB02,B-BAT-02,103.8536180000434,118.2265115564112,123.1619606683346,180,True,0.7815861110145661,17.42084568180142,0.9927462429279763,0.9284773501764946,0.06426889275148179,273.0566101074219,19.17262179136059,14.305033117902518,0.7518134392680059,True,24964.213446238355,12.0,0.07,True,True,True,0.8736555559417358,19.308342668291182,14.372893556367812,True,0.8437948584452565,228.60882780002137,223.05661010742188,-5.552217692599498,118.15865111794591,123.02623979140398
S004,C,S004-FOD-01,1,4.403269646749423,33.10481639236927,21.0185748628513,31,UC02,C-BAT-03,92.98848193661246,114.0070567994638,126.0932983289817,180,True,0.4495912941563222,33.7647588221328,4.932560295335587,4.8078395100481535,0.12472078528743322,398.2391662597656,32.91973441613011,20.926033874731722,0.38342996308305166,True,25557.281127576425,8.0,0.028,True,True,True,4.403269646749423,33.104816392369266,21.018574862851302,True,4.327790378657998,354.4085654677184,348.2391662597656,-6.169399207952779,113.91451581134419,125.90821635274257
S008,A,S008-FOD-01,1,2.556464580723934,35.18442401586858,21.76265645237874,32,UA02,A-BAT-02,97.60662787200731,119.369284324386,132.7910518878759,180,True,0.4318967598391258,20.64223687015227,3.0736515722949918,2.9742383449246237,0.09941322737036812,372.9093322753906,35.270066965793006,21.805477927340945,0.3169663172677796,True,24094.90332008122,8.0,0.028,True,True,True,2.556464580723934,35.18442401586858,21.762656452378735,True,2.5204831950682918,319.40575705118886,322.9093322753906,3.503575224201768,119.41210579934825,132.8766948378003
S002,A,S002-HYG-01,1,2.306810552860246,32.43864302215731,20.41832151107866,33,UA03,A-BAT-04,105.8391755842506,126.2574970953293,138.2778186064079,180,True,0.4873754326977231,19.440198958216,2.784760777273154,2.7089258397540807,0.07583493751907351,308.9542541503906,32.462182457867236,20.43009122893362,0.3811642717170769,True,24412.122461732037,6.0,0.035,True,True,True,2.306810552860246,32.43864302215731,20.418321511078656,True,2.278610172793117,257.9912772349467,258.9542541503906,0.9629769154439032,126.26926681318422,138.30135804211784
S006,B,S006-HYG-01,1,0.8787997917998865,19.06321480220478,13.67766295665795,34,UB01,B-BAT-04,121.4042539871636,135.0819169438215,140.4674687893683,180,True,0.7803000520500284,17.45799849633251,1.003660108933997,0.9269793425935292,0.07668076634046767,366.09783935546875,19.109678105203102,13.700894608157107,0.7490849727665008,True,26926.6873708001,6.0,0.035,True,True,True,0.8787997917998865,19.06321480220478,13.677662956657946,True,0.8592084899215203,314.19706786913923,316.09783935546875,1.9007714863295178,135.1051485953207,140.5139320923667
S007,A,S007-HYG-01,1,1.559574620786212,27.60457394938271,17.92962030802469,35,UA04,A-BAT-03,115.4142381862485,133.3438584942731,143.0188121356312,180,True,0.6534278620475085,15.84239632230398,1.8056692577179982,1.6518283095330313,0.15384094818496705,511.9731750488281,27.788626600098404,18.021646633382538,0.598740164951556,True,24412.122461732037,6.0,0.035,True,True,True,1.5595746207862118,27.604573949382715,17.929620308024692,True,1.5423788063231982,454.4437484285723,461.9731750488281,7.529426620255833,133.43588481963104,143.2028647863469
S005,A,S005-FOD-01,1,1.711944804864733,27.14040634097931,17.78281428160077,36,UA01,A-BAT-06,120.0968365318193,137.87965081342,147.2372428727986,240,True,0.6195678211411705,16.57603054194131,2.0380499773480407,1.944574107346142,0.09347587000189887,326.410888671875,27.262635077807168,17.843928650014696,0.5471000050337687,True,24094.90332008122,8.0,0.028,True,True,True,1.7119448048647328,27.14040634097931,17.782814281600768,True,1.688419968325726,271.41062216525745,276.410888671875,5.00026650661755,137.940765181834,147.35947160962647
S009,B,S009-FOD-01,1,1.484900332943229,23.96407448316963,16.17520390825148,37,UB02,B-BAT-03,125.5684850047492,141.7436889130007,149.5325594879189,240,True,0.6287749167641927,21.83539129347887,1.7476109236581474,1.6863230625601757,0.06128786109797161,293.2289123535156,24.012978943580848,16.19965613845709,0.5630972690854632,True,26347.52710561817,8.0,0.028,True,True,True,1.484900332943229,23.964074483169632,16.17520390825148,True,1.441529716610913,241.22827533668874,243.22891235351562,2.000637016826886,141.7681411432063,149.58146394833005
S011,B,S011-FOD-01,1,0.7842185917106846,17.69404910504868,13.05013566363545,38,UB01,B-BAT-01,140.4674687893683,153.5176044530038,158.161517894417,240,True,0.8039453520723289,16.77491205124383,0.8969457050839662,0.8301403535460498,0.0668053515379164,295.36175537109375,17.82717142894056,13.11669682558139,0.7757635737290085,True,26347.52710561817,8.0,0.028,True,True,True,0.7842185917106846,17.69404910504868,13.050135663635452,True,0.7628681757821031,239.91584212096777,245.36175537109375,5.445913250125983,153.58416561494968,158.29464021830887
S015,C,S015-FOD-01,1,3.616951951699551,30.50740594985326,19.51470297492664,39,UC01,C-BAT-02,127.7422476362617,147.2569506111884,158.249653586115,240,True,0.5478810060375561,30.21540811531047,3.8928214894166713,3.736147046920859,0.15667444249581233,571.7992553710938,30.596767960232775,19.559383980116387,0.5133973138229161,True,25557.281127576425,8.0,0.028,True,True,True,3.6169519516995514,30.507405949853265,19.514702974926635,True,3.5582974055163525,518.8205216917538,521.7992553710938,2.978733679339939,147.30163161637807,158.33901559649448
S003,C,S003-HYG-01,1,4.338413125187004,34.94784125293697,21.84825395980182,40,UC02,C-BAT-01,129.2639598924526,151.1122138522544,164.2118011453896,240,True,0.4576983593516245,33.47200369008023,4.677110351925165,4.493333841340398,0.18377651058476768,561.8041381835938,35.09682534762797,21.922746007147317,0.41536120600935433,True,25712.44565730979,6.0,0.035,True,True,True,4.338413125187004,34.94784125293697,21.848253959801816,True,4.283183093905532,506.8380016939101,511.80413818359375,4.966136489683663,151.1867058995999,164.36078524008056
S004,A,S004-HYG-01,1,2.474777359477118,35.55013088574415,21.96917655398319,41,UA02,A-BAT-05,135.8481146615352,157.8172912155183,171.3982455472793,240,True,0.4500494756717516,20.24892802711205,2.944848963847045,2.822009300935312,0.12283966291173301,398.2391662597656,35.39932334954903,21.893772785885623,0.34558911914510104,True,24412.122461732037,6.0,0.035,True,True,True,2.474777359477118,35.550130885744146,21.969176553983186,True,2.44539976128987,354.4085654677184,348.2391662597656,-6.169399207952779,157.74188744742082,171.24743801108423
S008,A,S008-HYG-01,1,2.535496353229009,35.18442401586858,21.76265645237874,42,UA03,A-BAT-01,138.3721871108815,160.1348435632602,173.5566111267501,240,True,0.4365563659491092,20.5412787377693,3.0521151059349676,2.9545579769825174,0.09755712895245024,372.9093322753906,35.270066965793006,21.805477927340945,0.32175219868111826,True,24412.122461732037,6.0,0.035,True,True,True,2.535496353229009,35.18442401586858,21.762656452378735,True,2.504738900714606,319.40575705118886,322.9093322753906,3.503575224201768,160.17766503822244,173.6422540766745
S005,B,S005-HYG-01,1,1.40040294808093,24.19484367003582,16.31003294612902,43,UB02,B-BAT-02,149.5325594879189,165.8425924340479,173.7274031579547,300,True,0.6498992629797674,21.22513240280671,1.6307770391235257,1.5450523962876967,0.085724642835829,326.410888671875,24.31707240686379,16.371147314543006,0.5923057402191185,True,26926.6873708001,6.0,0.035,True,True,True,1.4004029480809304,24.19484367003582,16.31003294612902,True,1.3677489432690473,271.41062216525745,276.410888671875,5.00026650661755,165.9037068024619,173.84963189478268
